tmucodigo;tmudenominacao;tmuuf
"25054";"PARANATAMA";"PE"
"89834";"PARANATINGA";"MT"
"77496";"PARANAVAI";"PR"
"97390";"PARANHOS";"MS"
"49476";"PARAOPEBA";"MG"
"68217";"PARAPUA";"SP"
"04944";"PARARI";"PB"
"58750";"PARATI";"RJ"
"37753";"PARATINGA";"BA"
"17736";"PARAU";"RN"
"05959";"PARAUAPEBAS";"PA"
"95230";"PARAUNA";"GO"
"17752";"PARAZINHO";"RN"
"68233";"PARDINHO";"SP"
"60410";"PARECI NOVO";"RS"
"00124";"PARECIS";"RO"
"17779";"PARELHAS";"RN"
"26450";"PARICONHA";"AL"
"02690";"PARINTINS";"AM"
"37770";"PARIPIRANGA";"BA"
"26417";"PARIPUEIRA";"AL"
"68250";"PARIQUERA-ACU";"SP"
"29890";"PARISI";"SP"
"11517";"PARNAGUA";"PI"
"11533";"PARNAIBA";"PI"
"17795";"PARNAMIRIM";"RN"
"25070";"PARNAMIRIM";"PE"
"08559";"PARNARAMA";"MA"
"98256";"PAROBE";"RS"
"17817";"PASSA E FICA";"RN"
"49514";"PASSA QUATRO";"MG"
"10103";"PASSA SETE";"RS"
"49530";"PASSA TEMPO";"MG"
"49557";"PASSA VINTE";"MG"
"49492";"PASSABEM";"MG"
"17833";"PASSAGEM";"RN"
"21156";"PASSAGEM";"PB"
"08575";"PASSAGEM FRANCA";"MA"
"12939";"PASSAGEM FRANCA DO PIAUI";"PI"
"25097";"PASSIRA";"PE"
"28290";"PASSO DE CAMARAGIBE";"AL"
"55417";"PASSO DE TORRES";"SC"
"57657";"PASSO DO SOBRADO";"RS"
"87858";"PASSO FUNDO";"RS"
"49573";"PASSOS";"MG"
"57436";"PASSOS MAIA";"SC"
"08591";"PASTOS BONS";"MA"
"06807";"PATIS";"MG"
"55336";"PATO BRAGADO";"PR"
"77518";"PATO BRANCO";"PR"
"21172";"PATOS";"PB"
"49590";"PATOS DE MINAS";"MG"
"22772";"PATOS DO PIAUI";"PI"
"49611";"PATROCINIO";"MG"
"49638";"PATROCINIO DO MURIAE";"MG"
"68276";"PATROCINIO PAULISTA";"SP"
"17850";"PATU";"RN"
"60054";"PATY DO ALFERES";"RJ"
"37796";"PAU BRASIL";"BA"
"01910";"PAU DARCO";"TO"
"03875";"PAU DARCO";"PA"
"17876";"PAU DOS FERROS";"RN"
"25119";"PAUDALHO";"PE"
"02712";"PAUINI";"AM"
"49654";"PAULA CANDIDO";"MG"
"77534";"PAULA FREITAS";"PR"
"68292";"PAULICEIA";"SP"
"68314";"PAULINIA";"SP"
"02062";"PAULINO NEVES";"MA"
"10740";"IPIRANGA DE GOIAS";"GO"
"21199";"PAULISTA";"PB"
"25135";"PAULISTA";"PE"
"11550";"PAULISTANA";"PI"
"08109";"PAULISTANIA";"SP"
"49670";"PAULISTAS";"MG"
"37818";"PAULO AFONSO";"BA"
"68330";"PAULO DE FARIA";"SP"
"77550";"PAULO FRONTIN";"PR"
"28312";"PAULO JACINTO";"AL"
"82414";"PAULO LOPES";"SC"
"09598";"PAULO RAMOS";"MA"
"49697";"PAVAO";"MG"
"73717";"PAVERAMA";"RS"
"03662";"PAVUSSU";"PI"
"39810";"PE DE SERRA";"BA"
"77577";"PEABIRU";"PR"
"49719";"PECANHA";"MG"
"68357";"PEDERNEIRAS";"SP"
"25151";"PEDRA";"PE"
"49735";"PEDRA AZUL";"MG"
"68373";"PEDRA BELA";"SP"
"06823";"PEDRA BONITA";"MG"
"15113";"PEDRA BRANCA";"CE"
"21210";"PEDRA BRANCA";"PB"
"49751";"PEDRA DO ANTA";"MG"
"49778";"PEDRA DO INDAIA";"MG"
"49794";"PEDRA DOURADA";"MG"
"17892";"PEDRA GRANDE";"RN"
"21237";"PEDRA LAVRADA";"PB"
"31992";"PEDRA MOLE";"SE"
"17914";"PEDRA PRETA";"RN"
"91812";"PEDRA PRETA";"MT"
"49816";"PEDRALVA";"MG"
"68390";"PEDRANOPOLIS";"SP"
"37834";"PEDRAO";"BA"
"21253";"PEDRAS DE FOGO";"PB"
"28991";"PEDRAS DE MARIA DA CRUZ";"MG"
"82430";"PEDRAS GRANDES";"SC"
"68411";"PEDREGULHO";"SP"
"68438";"PEDREIRA";"SP"
"08613";"PEDREIRAS";"MA"
"32018";"PEDRINHAS";"SE"
"29637";"PEDRINHAS PAULISTA";"SP"
"49832";"PEDRINOPOLIS";"MG"
"95257";"PEDRO AFONSO";"TO"
"37850";"PEDRO ALEXANDRE";"BA"
"17930";"PEDRO AVELINO";"RN"
"57150";"PEDRO CANARIO";"ES"
"68454";"PEDRO DE TOLEDO";"SP"
"02089";"PEDRO DO ROSARIO";"MA"
"91278";"PEDRO GOMES";"MS"
"11576";"PEDRO II";"PI"
"03689";"PEDRO LAURENTINO";"PI"
"49859";"PEDRO LEOPOLDO";"MG"
"87874";"PEDRO OSORIO";"RS"
"05002";"PEDRO REGIS";"PB"
"49875";"PEDRO TEIXEIRA";"MG"
"17957";"PEDRO VELHO";"RN"
"95273";"PEIXE";"TO"
"05118";"PEIXE-BOI";"PA"
"98914";"PEIXOTO DE AZEVEDO";"MT"
"87890";"PEJUCARA";"RS"
"87912";"PELOTAS";"RS"
"15130";"PENAFORTE";"CE"
"08630";"PENALVA";"MA"
"68470";"PENAPOLIS";"SP"
"17973";"PENDENCIAS";"RN"
"28339";"PENEDO";"AL"
"82457";"PENHA";"SC"
"15156";"PENTECOSTE";"CE"
"49891";"PEQUERI";"MG"
"49913";"PEQUI";"MG"
"97055";"PEQUIZEIRO";"TO"
"49930";"PERDIGAO";"MG"
"49956";"PERDIZES";"MG"
"49972";"PERDOES";"MG"
"68497";"PEREIRA BARRETO";"SP"
"68519";"PEREIRAS";"SP"
"15172";"PEREIRO";"CE"
"08656";"PERI MIRIM";"MA"
"06840";"PERIQUITO";"MG"
"82473";"PERITIBA";"SC"
"02100";"PERITORO";"MA"
"08680";"PEROBAL";"PR"
"79693";"PEROLA";"PR"
"77593";"PEROLA DOESTE";"PR"
"00752";"PEROLANDIA";"GO"
"68535";"PERUIBE";"SP"
"49999";"PESCADOR";"MG"
"25178";"PESQUEIRA";"PE"
"25194";"PETROLANDIA";"PE"
"82490";"PETROLANDIA";"SC"
"25216";"PETROLINA";"PE"
"95311";"PETROLINA DE GOIAS";"GO"
"58777";"PETROPOLIS";"RJ"
"28355";"PIACABUCU";"AL"
"68551";"PIACATU";"SP"
"21270";"PIANCO";"PB"
"37877";"PIATA";"BA"
"50016";"PIAU";"MG"
"60216";"PICADA CAFE";"RS"
"00582";"PICARRA";"PA"
"82511";"PICARRAS";"SC"
"11592";"PICOS";"PI"
"21296";"PICUI";"PB"
"68578";"PIEDADE";"SP"
"06866";"PIEDADE DE CARATINGA";"MG"
"50032";"PIEDADE DE PONTE NOVA";"MG"
"50059";"PIEDADE DO RIO GRANDE";"MG"
"50075";"PIEDADE DOS GERAIS";"MG"
"77615";"PIEN";"PR"
"37893";"PILAO ARCADO";"BA"
"21318";"PILAR";"PB"
"28371";"PILAR";"AL"
"95354";"PILAR DE GOIAS";"GO"
"68594";"PILAR DO SUL";"SP"
"17990";"PILOES";"RN"
"21334";"PILOES";"PB"
"21350";"PILOEZINHOS";"PB"
"50091";"PIMENTA";"MG"
"00116";"PIMENTA BUENO";"RO"
"11614";"PIMENTEIRAS";"PI"
"00140";"PIMENTEIRAS DO OESTE";"RO"
"37915";"PINDAI";"BA"
"68616";"PINDAMONHANGABA";"SP"
"08672";"PINDARE MIRIM";"MA"
"28398";"PINDOBA";"AL"
"37931";"PINDOBACU";"BA"
"68632";"PINDORAMA";"SP"
"95370";"PINDORAMA DO TOCANTINS";"TO"
"12670";"PINDORETAMA";"CE"
"06882";"PINGO DAGUA";"MG"
"54534";"PINHAIS";"PR"
"73695";"PINHAL";"RS"
"54950";"PINHAL DO SAO BENTO";"PR"
"57878";"PINHAL GRANDE";"RS"
"77631";"PINHALAO";"PR"
"68675";"PINHALZINHO";"SP"
"82538";"PINHALZINHO";"SC"
"32034";"PINHAO";"SE"
"77658";"PINHAO";"PR"
"07781";"PINHEIRAL";"RJ"
"59757";"PINHEIRINHO DO VALE";"RS"
"08699";"PINHEIRO";"MA"
"87939";"PINHEIRO MACHADO";"RS"
"82554";"PINHEIRO PRETO";"SC"
"56812";"PINHEIROS";"ES"
"39837";"PINTADAS";"BA"
"06904";"PINTOPOLIS";"MG"
"11630";"PIO IX";"PI"
"08710";"PIO XII";"MA"
"68691";"PIQUEROBI";"SP"
"15199";"PIQUET CARNEIRO";"CE"
"68713";"PIQUETE";"SP"
"68730";"PIRACAIA";"SP"
"95397";"PIRACANJUBA";"GO"
"50113";"PIRACEMA";"MG"
"68756";"PIRACICABA";"SP"
"11657";"PIRACURUCA";"PI"
"58793";"PIRAI";"RJ"
"30198";"PIRAI DO NORTE";"BA"
"77674";"PIRAI DO SUL";"PR"
"68772";"PIRAJU";"SP"
"50130";"PIRAJUBA";"MG"
"68799";"PIRAJUI";"SP"
"32050";"PIRAMBU";"SE"
"50156";"PIRANGA";"MG"
"68810";"PIRANGI";"SP"
"50172";"PIRANGUCU";"MG"
"50199";"PIRANGUINHO";"MG"
"28410";"PIRANHAS";"AL"
"95419";"PIRANHAS";"GO"
"08737";"PIRAPEMAS";"MA"
"50210";"PIRAPETINGA";"MG"
"73679";"PIRAPO";"RS"
"50237";"PIRAPORA";"MG"
"68837";"PIRAPORA DO BOM JESUS";"SP"
"68853";"PIRAPOZINHO";"SP"
"77690";"PIRAQUARA";"PR"
"03557";"PIRAQUE";"TO"
"68870";"PIRASSUNUNGA";"SP"
"87955";"PIRATINI";"RS"
"68896";"PIRATININGA";"SP"
"82570";"PIRATUBA";"SC"
"50253";"PIRAUBA";"MG"
"95435";"PIRENOPOLIS";"GO"
"95451";"PIRES DO RIO";"GO"
"12696";"PIRES FERREIRA";"CE"
"37958";"PIRIPA";"BA"
"11673";"PIRIPIRI";"PI"
"37974";"PIRITIBA";"BA"
"21377";"PIRPIRITUBA";"PB"
"77712";"PITANGA";"PR"
"54615";"PITANGUEIRAS";"PR"
"68918";"PITANGUEIRAS";"SP"
"50270";"PITANGUI";"MG"
"21393";"PITIMBU";"PB"
"50296";"PIUI";"MG"
"95478";"PIUM";"TO"
"56839";"PIUMA";"ES"
"00604";"PLACAS";"PA"
"01511";"PLACIDO DE CASTRO";"AC"
"95958";"PLANALTINA";"GO"
"77739";"PLANALTINA DO PARANA";"PR"
"37990";"PLANALTINO";"BA"
"38016";"PLANALTO";"BA"
"68934";"PLANALTO";"SP"
"77755";"PLANALTO";"PR"
"87971";"PLANALTO";"RS"
"55930";"PLANALTO ALEGRE";"SC"
"00914";"PLANALTO DA SERRA";"MT"
"50318";"PLANURA";"MG"
"97098";"PLATAFORMA CONTINENTAL";"EX"
"68950";"PLATINA";"SP"
"68977";"POA";"SP"
"25232";"POCAO";"PE"
"08753";"POCAO DE PEDRAS";"MA"
"21415";"POCINHOS";"PB"
"18015";"POCO BRANCO";"RN"
"04960";"POCO DANTAS";"PB"
"73652";"POCO DAS ANTAS";"RS"
"28436";"POCO DAS TRINCHEIRAS";"AL"
"04987";"POCO DE JOSE DE MOURA";"PB"
"50334";"POCO FUNDO";"MG"
"32077";"POCO REDONDO";"SE"
"32093";"POCO VERDE";"SE"
"38032";"POCOES";"BA"
"91294";"POCONE";"MT"
"50350";"POCOS DE CALDAS";"MG"
"50377";"POCRANE";"MG"
"38059";"POJUCA";"BA"
"68993";"POLONI";"SP"
"21431";"POMBAL";"PB"
"25259";"POMBOS";"PE"
"82597";"POMERODE";"SC"
"69019";"POMPEIA";"SP"
"50393";"POMPEU";"MG"
"69035";"PONGAI";"SP"
"05134";"PONTA DE PEDRAS";"PA"
"77771";"PONTA GROSSA";"PR"
"91316";"PONTA PORA";"MS"
"69051";"PONTAL";"SP"
"00957";"PONTAL DO ARAGUAIA";"MT"
"08702";"PONTAL DO PARANA";"PR"
"95494";"PONTALINA";"GO"
"29874";"PONTALINDA";"SP"
"59390";"PONTAO";"RS"
"82619";"PONTE ALTA";"SC"
"95516";"PONTE ALTA DO BOM JESUS";"TO"
"55697";"PONTE ALTA DO NORTE";"SC"
"95532";"PONTE ALTA DO TOCANTINS";"TO"
"91332";"PONTE BRANCA";"MT"
"50415";"PONTE NOVA";"MG"
"59676";"PONTE PRETA";"RS"
"82635";"PONTE SERRADA";"SC"
"89990";"PONTES E LACERDA";"MT"
"69078";"PONTES GESTAL";"SP"
"07625";"PONTO BELO";"ES"
"06920";"PONTO CHIQUE";"MG"
"06947";"PONTO DOS VOLANTES";"MG"
"30210";"PONTO NOVO";"BA"
"69094";"POPULINA";"SP"
"15210";"PORANGA";"CE"
"69116";"PORANGABA";"SP"
"95559";"PORANGATU";"GO"
"58815";"PORCIUNCULA";"RJ"
"77798";"PORECATU";"PR"
"18031";"PORTALEGRE";"RN"
"87998";"PORTAO";"RS"
"10600";"PORTEIRAO";"GO"
"15237";"PORTEIRAS";"CE"
"50431";"PORTEIRINHA";"MG"
"05150";"PORTEL";"PA"
"95575";"PORTELANDIA";"GO"
"11690";"PORTO";"PI"
"06491";"PORTO ACRE";"AC"
"88013";"PORTO ALEGRE";"RS"
"98957";"PORTO ALEGRE DO NORTE";"MT"
"03727";"PORTO ALEGRE DO PIAUI";"PI"
"97233";"PORTO ALEGRE DO TOCANTINS";"TO"
"77810";"PORTO AMAZONAS";"PR"
"08729";"PORTO BARREIRO";"PR"
"82651";"PORTO BELO";"SC"
"28452";"PORTO CALVO";"AL"
"32115";"PORTO DA FOLHA";"SE"
"05177";"PORTO DE MOZ";"PA"
"28479";"PORTO DE PEDRAS";"AL"
"04260";"PORTO DO MANGUE";"RN"
"91359";"PORTO DOS GAUCHOS";"MT"
"98752";"PORTO ESPERIDIAO";"MT"
"01015";"PORTO ESTRELA";"MT"
"69132";"PORTO FELIZ";"SP"
"69159";"PORTO FERREIRA";"SP"
"50458";"PORTO FIRME";"MG"
"08770";"PORTO FRANCO";"MA"
"06718";"PORTO GRANDE";"AP"
"88030";"PORTO LUCENA";"RS"
"60658";"PORTO MAUA";"RS"
"91375";"PORTO MURTINHO";"MS"
"95591";"PORTO NACIONAL";"TO"
"07803";"PORTO REAL";"RJ"
"28495";"PORTO REAL DO COLEGIO";"AL"
"77836";"PORTO RICO";"PR"
"02127";"PORTO RICO DO MARANHAO";"MA"
"38075";"PORTO SEGURO";"BA"
"82678";"PORTO UNIAO";"SC"
"00035";"PORTO VELHO";"RO"
"60674";"PORTO VERA CRUZ";"RS"
"77852";"PORTO VITORIA";"PR"
"06572";"PORTO WALTER";"AC"
"88056";"PORTO XAVIER";"RS"
"95613";"POSSE";"GO"
"50474";"POTE";"MG"
"15253";"POTENGI";"CE"
"29939";"POTIM";"SP"
"38091";"POTIRAGUA";"BA"
"69175";"POTIRENDABA";"SP"
"12718";"POTIRETAMA";"CE"
"50490";"POUSO ALEGRE";"MG"
"50512";"POUSO ALTO";"MG"
"73636";"POUSO NOVO";"RS"
"82694";"POUSO REDONDO";"SC"
"91391";"POXOREO";"MT"
"08125";"PRACINHA";"SP"
"06734";"PRACUUBA";"AP"
"38113";"PRADO";"BA"
"08745";"PRADO FERREIRA";"PR"
"69191";"PRADOPOLIS";"SP"
"50539";"PRADOS";"MG"
"69213";"PRAIA GRANDE";"SP"
"82716";"PRAIA GRANDE";"SC"
"97250";"PRAIA NORTE";"TO"
"05193";"PRAINHA";"PA"
"79910";"PRANCHITA";"PR"
"21458";"PRATA";"PB"
"50555";"PRATA";"MG"
"11711";"PRATA DO PIAUI";"PI"
"08141";"PRATANIA";"SP"
"50571";"PRATAPOLIS";"MG"
"50598";"PRATINHA";"MG"
"69230";"PRESIDENTE ALVES";"SP"
"50610";"PRESIDENTE BERNARDES";"MG"
"69256";"PRESIDENTE BERNARDES";"SP"
"77879";"PRESIDENTE CASTELO BRANCO";"PR"
"82732";"PRESIDENTE CASTELO BRANCO";"SC"
"08796";"PRESIDENTE DUTRA";"MA"
"38130";"PRESIDENTE DUTRA";"BA"
"69272";"PRESIDENTE EPITACIO";"SP"
"98418";"PRESIDENTE FIGUEIREDO";"AM"
"82759";"PRESIDENTE GETULIO";"SC"
"38156";"PRESIDENTE JANIO QUADROS";"BA"
"08818";"PRESIDENTE JUSCELINO";"MA"
"50636";"PRESIDENTE JUSCELINO";"MG"
"56855";"PRESIDENTE KENNEDY";"ES"
"96296";"PRESIDENTE KENNEDY";"TO"
"50652";"PRESIDENTE KUBITSCHEK";"MG"
"60232";"PRESIDENTE LUCENA";"RS"
"00191";"PRESIDENTE MEDICI";"RO"
"02143";"PRESIDENTE MEDICI";"MA"
"82775";"PRESIDENTE NEREU";"SC"
"50679";"PRESIDENTE OLEGARIO";"MG"
"69299";"PRESIDENTE PRUDENTE";"SP"
"02160";"PRESIDENTE SARNEY";"MA"
"30236";"PRESIDENTE TANCREDO NEVES";"BA"
"08834";"PRESIDENTE VARGAS";"MA"
"69310";"PRESIDENTE VENCESLAU";"SP"
"05215";"PRIMAVERA";"PA"
"25275";"PRIMAVERA";"PE"
"00167";"PRIMAVERA DE RONDONIA";"RO"
"98710";"PRIMAVERA DO LESTE";"MT"
"08850";"PRIMEIRA CRUZ";"MA"
"77895";"PRIMEIRO DE MAIO";"PR"
"09342";"PRINCESA";"SC"
"21474";"PRINCESA ISABEL";"PB"
"00515";"PROFESSOR JAMIL";"GO"
"73610";"PROGRESSO";"RS"
"69337";"PROMISSAO";"SP"
"32131";"PROPRIA";"SE"
"73598";"PROTASIO ALVES";"RS"
"50717";"PRUDENTE DE MORAIS";"MG"
"77917";"PRUDENTOPOLIS";"PR"
"00949";"PUGMIL";"TO"
"18074";"PUREZA";"RN"
"88072";"PUTINGA";"RS"
"21490";"PUXINANA";"PB"
"08168";"QUADRA";"SP"
"88099";"QUARAI";"RS"
"50733";"QUARTEL GERAL";"MG"
"08761";"QUARTO CENTENARIO";"PR"
"69353";"QUATA";"SP"
"77933";"QUATIGUA";"PR"
"00620";"QUATIPURU";"PA"
"29238";"QUATIS";"RJ"
"77950";"QUATRO BARRAS";"PR"
"55352";"QUATRO PONTES";"PR"
"28517";"QUEBRANGULO";"AL"
"79553";"QUEDAS DO IGUACU";"PR"
"22799";"QUEIMADA NOVA";"PI"
"21512";"QUEIMADAS";"PB"
"38172";"QUEIMADAS";"BA"
"29114";"QUEIMADOS";"RJ"
"69370";"QUEIROZ";"SP"
"69396";"QUELUZ";"SP"
"50750";"QUELUZITA";"MG"
"00973";"QUERENCIA";"MT"
"77976";"QUERENCIA DO NORTE";"PR"
"57894";"QUEVEDOS";"RS"
"38199";"QUIJINGUE";"BA"
"82791";"QUILOMBO";"SC"
"77992";"QUINTA DO SOL";"PR"
"69418";"QUINTANA";"SP"
"73571";"QUINZE DE NOVEMBRO";"RS"
"25291";"QUIPAPA";"PE"
"95630";"QUIRINOPOLIS";"GO"
"60070";"QUISSAMA";"RJ"
"78018";"QUITANDINHA";"PR"
"99171";"QUITERIANOPOLIS";"CE"
"21539";"QUIXABA";"PB"
"26379";"QUIXABA";"PE"
"30252";"QUIXABEIRA";"BA"
"15270";"QUIXADA";"CE"
"98531";"QUIXELO";"CE"
"15296";"QUIXERAMOBIM";"CE"
"15318";"QUIXERE";"CE"
"18090";"RAFAEL FERNANDES";"RN"
"18937";"RAFAEL GODEIRO";"RN"
"39853";"RAFAEL JAMBEIRO";"BA"
"69434";"RAFARD";"SP"
"55271";"RAMILANDIA";"PR"
"69450";"RANCHARIA";"SP"
"78034";"RANCHO ALEGRE";"PR"
"55131";"RANCHO ALEGRE DOESTE";"PR"
"82813";"RANCHO QUEIMADO";"SC"
"02186";"RAPOSA";"MA"
"50776";"RAPOSOS";"MG"
"50792";"RAUL SOARES";"MG"
"78050";"REALEZA";"PR"
"78077";"REBOUCAS";"PR"
"25313";"RECIFE";"PE"
"50814";"RECREIO";"MG"
"03573";"RECURSOLANDIA";"TO"
"05673";"REDENCAO";"PA"
"15334";"REDENCAO";"CE"
"69477";"REDENCAO DA SERRA";"SP"
"11738";"REDENCAO DO GURGUEIA";"PI"
"88110";"REDENTORA";"RS"
"06963";"REDUTO";"MG"
"11754";"REGENERACAO";"PI"
"69493";"REGENTE FEIJO";"SP"
"69515";"REGINOPOLIS";"SP"
"69531";"REGISTRO";"SP"
"73555";"RELVADO";"RS"
"38210";"REMANSO";"BA"
"21555";"REMIGIO";"PB"
"78093";"RENASCENCA";"PR"
"15350";"RERIUTABA";"CE"
"58831";"RESENDE";"RJ"
"50830";"RESENDE COSTA";"MG"
"78115";"RESERVA";"PR"
"98795";"RESERVA DO CABACAL";"MT"
"08788";"RESERVA DO IGUACU";"PR"
"50857";"RESPLENDOR";"MG"
"50873";"RESSAQUINHA";"MG"
"69558";"RESTINGA";"SP"
"88137";"RESTINGA SECA";"RS"
"38237";"RETIROLANDIA";"BA"
"08877";"RIACHAO";"MA"
"05029";"RIACHAO";"PB"
"38253";"RIACHAO DAS NEVES";"BA"
"05045";"RIACHAO DO BACAMARTE";"PB"
"32158";"RIACHAO DO DANTAS";"SE"
"38270";"RIACHAO DO JACUIPE";"BA"
"05061";"RIACHAO DO POCO";"PB"
"01937";"RIACHINHO";"TO"
"29017";"RIACHINHO";"MG"
"18112";"RIACHO DA CRUZ";"RN"
"25330";"RIACHO DAS ALMAS";"PE"
"18139";"RIACHO DE SANTANA";"RN"
"38296";"RIACHO DE SANTANA";"BA"
"05088";"RIACHO DE SANTO ANTONIO";"PB"
"21571";"RIACHO DOS CAVALOS";"PB"
"50890";"RIACHO DOS MACHADOS";"MG"
"03743";"RIACHO FRIO";"PI"
"18155";"RIACHUELO";"RN"
"32174";"RIACHUELO";"SE"
"95656";"RIALMA";"GO"
"95672";"RIANAPOLIS";"GO"
"02208";"RIBAMAR FIQUENE";"MA"
"91413";"RIBAS DO RIO PARDO";"MS"
"69574";"RIBEIRA";"SP"
"38318";"RIBEIRA DO AMPARO";"BA"
"03760";"RIBEIRA DO PIAUI";"PI"
"38334";"RIBEIRA DO POMBAL";"BA"
"25356";"RIBEIRAO";"PE"
"69590";"RIBEIRAO BONITO";"SP"
"69612";"RIBEIRAO BRANCO";"SP"
"97411";"RIBEIRAO CASCALHEIRA";"MT"
"78131";"RIBEIRAO CLARO";"PR"
"69639";"RIBEIRAO CORRENTE";"SP"
"50911";"RIBEIRAO DAS NEVES";"MG"
"30279";"RIBEIRAO DO LARGO";"BA"
"78158";"RIBEIRAO DO PINHAL";"PR"
"69655";"RIBEIRAO DO SUL";"SP"
"08184";"RIBEIRAO DOS INDIOS";"SP"
"30570";"RIBEIRAO GRANDE";"SP"
"69671";"RIBEIRAO PIRES";"SP"
"69698";"RIBEIRAO PRETO";"SP"
"50938";"RIBEIRAO VERMELHO";"MG"
"00990";"RIBEIRAOZINHO";"MT"
"11770";"RIBEIRO GONCALVES";"PI"
"32190";"RIBEIROPOLIS";"SE"
"69736";"RIFAINA";"SP"
"69752";"RINCAO";"SP"
"69779";"RINOPOLIS";"SP"
"50954";"RIO ACIMA";"MG"
"78174";"RIO AZUL";"PR"
"57118";"RIO BANANAL";"ES"
"78190";"RIO BOM";"PR"
"58858";"RIO BONITO";"RJ"
"54810";"RIO BONITO DO IGUACU";"PR"
"01392";"RIO BRANCO";"AC"
"89958";"RIO BRANCO";"MT"
"08800";"RIO BRANCO DO IVAI";"PR"
"78212";"RIO BRANCO DO SUL";"PR"
"91430";"RIO BRILHANTE";"MS"
"50970";"RIO CASCA";"MG"
"58874";"RIO CLARO";"RJ"
"69795";"RIO CLARO";"SP"
"06874";"RIO CRESPO";"RO"
"03239";"RIO DA CONCEICAO";"TO"
"82830";"RIO DAS ANTAS";"SC"
"58890";"RIO DAS FLORES";"RJ"
"29211";"RIO DAS OSTRAS";"RJ"
"69817";"RIO DAS PEDRAS";"SP"
"38350";"RIO DE CONTAS";"BA"
"60011";"RIO DE JANEIRO";"RJ"
"38377";"RIO DO ANTONIO";"BA"
"82856";"RIO DO CAMPO";"SC"
"04227";"RIO DO FOGO";"RN"
"82872";"RIO DO OESTE";"SC"
"38393";"RIO DO PIRES";"BA"
"51012";"RIO DO PRADO";"MG"
"82910";"RIO DO SUL";"SC"
"50997";"RIO DOCE";"MG"
"03590";"RIO DOS BOIS";"TO"
"82899";"RIO DOS CEDROS";"SC"
"59552";"RIO DOS INDIOS";"RS"
"51039";"RIO ESPERA";"MG"
"25372";"RIO FORMOSO";"PE"
"82937";"RIO FORTUNA";"SC"
"88153";"RIO GRANDE";"RS"
"69833";"RIO GRANDE DA SERRA";"SP"
"11797";"RIO GRANDE DO PIAUI";"PI"
"28533";"RIO LARGO";"AL"
"51055";"RIO MANSO";"MG"
"05690";"RIO MARIA";"PA"
"82953";"RIO NEGRINHO";"SC"
"78239";"RIO NEGRO";"PR"
"91456";"RIO NEGRO";"MS"
"51071";"RIO NOVO";"MG"
"56871";"RIO NOVO DO SUL";"ES"
"51098";"RIO PARANAIBA";"MG"
"88170";"RIO PARDO";"RS"
"51110";"RIO PARDO DE MINAS";"MG"
"51136";"RIO PIRACICABA";"MG"
"51152";"RIO POMBA";"MG"
"51179";"RIO PRETO";"MG"
"98434";"RIO PRETO DA EVA";"AM"
"99953";"RIO QUENTE";"GO"
"38415";"RIO REAL";"BA"
"55719";"RIO RUFINO";"SC"
"96792";"RIO SONO";"TO"
"21598";"RIO TINTO";"PB"
"95710";"RIO VERDE";"GO"
"91472";"RIO VERDE DE MATO GROSSO";"MS"
"51195";"RIO VERMELHO";"MG"
"69850";"RIOLANDIA";"SP"
"73539";"RIOZINHO";"RS"
"57495";"RIQUEZA";"SC"
"51217";"RITAPOLIS";"MG"
"69710";"RIVERSUL";"SP"
"88196";"ROCA SALES";"RS"
"91499";"ROCHEDO";"MS"
"51233";"ROCHEDO DE MINAS";"MG"
"82970";"RODEIO";"SC"
"88218";"RODEIO BONITO";"RS"
"51250";"RODEIRO";"MG"
"38431";"RODELAS";"BA"
"18171";"RODOLFO FERNANDES";"RN"
"06599";"RODRIGUES ALVES";"AC"
"78255";"ROLANDIA";"PR"
"88234";"ROLANTE";"RS"
"00299";"ROLIM DE MOURA";"RO"
"51276";"ROMARIA";"MG"
"82996";"ROMELANDIA";"SC"
"78271";"RONCADOR";"PR"
"88250";"RONDA ALTA";"RS"
"88277";"RONDINHA";"RS"
"78298";"RONDON";"PR"
"05738";"RONDON DO PARA";"PA"
"91510";"RONDONOPOLIS";"MT"
"88293";"ROQUE GONZALES";"RS"
"00361";"RORAINOPOLIS";"RR"
"72656";"ROSANA";"SP"
"08915";"ROSARIO";"MA"
"06980";"ROSARIO DA LIMEIRA";"MG"
"32212";"ROSARIO DO CATETE";"SE"
"84735";"ROSARIO DO IVAI";"PR"
"88315";"ROSARIO DO SUL";"RS"
"91537";"ROSARIO OESTE";"MT"
"69876";"ROSEIRA";"SP"
"28550";"ROTEIRO";"AL"
"51292";"RUBELITA";"MG"
"69892";"RUBIACEA";"SP"
"95737";"RUBIATABA";"GO"
"51314";"RUBIM";"MG"
"69914";"RUBINEIA";"SP"
"05975";"RUROPOLIS";"PA"
"15377";"RUSSAS";"CE"
"18198";"RUY BARBOSA";"RN"
"38458";"RUY BARBOSA";"BA"
"51330";"SABARA";"MG"
"78310";"SABAUDIA";"PR"
"69930";"SABINO";"SP"
"51357";"SABINOPOLIS";"MG"
"15393";"SABOEIRO";"CE"
"51373";"SACRAMENTO";"MG"
"59870";"SAGRADA FAMILIA";"RS"
"69957";"SAGRES";"SP"
"25399";"SAIRE";"PE"
"73393";"SALDANHA MARINHO";"RS"
"69973";"SALES";"SP"
"69990";"SALES OLIVEIRA";"SP"
"70017";"SALESOPOLIS";"SP"
"83011";"SALETE";"SC"
