uniid;uniunidade;unilotacao;unisigla;unittucodigo;uniunidaderesponsavel;unidenominacao;uniendereco;unimunicipio;unicep;unitelefone;uniemail;unilocal;unilatitude;unilongitude;unihelicoptero;unitexto
554;060401;0395     ;6ªSR/SP        ;5;404;DEL.04/PST.01 - Posto de Itapecerica da Serra;BR-116, Km 285;65455;6888700 ;11 4667-7529 / Fax: 11 4666-2497;del04p_itapecerica.sp@dprf.gov.br;10118;-23.689722;-46.862750;N;OK 
555;060402;0395     ;6ªSR/SP        ;5;404;DEL.04/PST.02 - Posto Juquitiba;BR 116 km 344;66257;        ;;del04/p_juquitiba.sp@dprf.gov.br;28301;-23.769555;-46.910722;N;OK 
556;060403;0395     ;6ªSR/SP        ;5;404;DEL.04/PST.03 - Posto de Miracatu;BR 116, Rodovia Régis Bittencourt, KM 344;66990;11850000;não há;del04p_miracatu.sp@dprf.gov.br;19203;-24.029833;-47.178361;N;OK 
557;060501;0397     ;6ªSR/SP        ;5;405;DEL.05/PST.01 - Posto de Registro;BR-116, Km 439;69531;11900000;13 6821-1819;del05p_registro.sp@dprf.gov.br;16674;-24.456972;-47.814389;N;OK 
558;060502;0397     ;6ªSR/SP        ;5;405;DEL.05/PST.02 - Posto Cajati;BR 116, km 498;29670;11950000;13 3854-5227;del05p_cajati.sp@dprf.gov.br;50651;-24.776667;-48.170944;N;OK 
559;060503;0397     ;6ªSR/SP        ;5;405;DEL.05/PST.03 - Posto de Barra do Turvo;BR-116, Km 543;62073;11955000;13 3822-3023;del05p_bturvo.sp@dprf.gov.br;18344;-24.964111;-48.411500;N;OK 
560;060601;0399     ;6ªSR/SP        ;5;406;DEL.06/PST.01 - Posto de Roseira;BR-116, Km 078,8;69876;12580000;12 3246-12000;del06sp01.sp@dprf.gov.br;12439;-22.891611;-45.291583;N;OK 
561;060602;0399     ;6ªSR/SP        ;5;406;DEL.06/PST.02 - Posto de Taubaté;BR 116, km 112,8;71838;12003177;12 3681-0261 - Orelhão;del06p02.sp@dprf.gov.br;55438;-23.043111;-45.577528;N;OK 
562;060603;0399     ;6ªSR/SP        ;5;406;DEL.06/PST.03 - Posto de Caçapava;BR-116, Km 126,9;62715;12280000;12 3652-3011;del06p03.sp@dprf.gov.br;36032;-23.106667;-45.697500;N;OK 
563;060701;0401     ;6ªSR/SP        ;5;407;DEL.07/PST.01 - Posto Praia do Félix - Ubatuba;BR-101, Km 032;72095;11680000;12 3845-1226 / Fax: 12 3845-1226;del07p01.sp@dprf.gov.br;29999;-23.387528;-44.979889;N;OK 
564;060801;0403     ;6ªSR/SP        ;5;408;DEL.08/PST.01 - Posto de Lavrinhas;BR-116, Km 018;66338;12760000;não tem;del08p01.sp@dprf.gov.br;31623;-22.559944;-44.858806;N;OK 
565;060802;0403     ;6ªSR/SP        ;5;408;DEL.08/PST.02 - Posto de Aparecida;BR-116, Km 071;61492;12570000;(12)3105-4043/191;del08p02.sp@dprf.gov.br;10127;-22.858139;-45.233111;N;OK 
566;060803;0403     ;6ªSR/SP        ;5;408;DEL.08/PST.03 - Posto de Piquete;BR 459, KM 8;68713;12620000;não tem;não possui;15668;-22.516333;-44.703778;N;OK 
567;060901;0405     ;6ªSR/SP        ;5;409;DEL.09/PST.01 - Posto de São José do Rio Preto;BR 153, km 59;70971;15053000;17 3224-7964;del09p02.sp@dprf.gov.br;36252;-20.785222;-49.353944;N;OK 
568;040103;0269     ;4ªSR/MG        ;5;113;DEL.01/PST.03 - Posto de Betim;BR-381, Km 488,8;41335;32670420;31 3530 6675;del02p01.mg@dprf.gov.br;48723;-19.996389;-44.208889;N;Não existe demarcação no local.
569;040803;0283     ;4ªSR/MG        ;5;379;DEL.08/PST.03 - Posto de Bom Despacho;BR-262, Km 477;41475;35600000;(37)3521-4706/5031-0830;del08p03.mg@dprf.gov.br;39940;-19.786944;-45.230833;N;Existe a possibilidade de pouso mas o local não está demarcado.
570;150003;0801     ;15ªSR/RN       ;9;256;CIOP - RN;Av. Nascimento de Castro 1540 Bairro Lagoa Nova;17612;59056450;(84) 4009-1555/1557;ciop.rn@dprf.gov.br;70670;          ;          ;N;Existe uma área junto com a sede, onde é contemplado um Heliponto.
572;041501;0297     ;4ªSR/MG        ;5;385;DEL.15/PST.01 - Posto Delta;BR-050, Km 195;06025;38100000;34 336-8100;del15p01.mg@dprf.gov.br;16811;S 19G 53M ;W 47G 50M ;N;Existe a possibilidade de pouso mas o local não está demarcado.
573;041502;0297     ;4ªSR/MG        ;5;385;DEL.15/PST.02 - Posto Uberaba - DESATIVADO;BR-050, Km 151;54011;38100000;34 3314-6106;del15.mg@dprf.gov.br;13839;          ;          ;N;Existe a possibilidade de pouso mas o local não está demarcado.
574;140001;0760     ;14ªSR/PB       ;7;146;NUREG - PB;BR-230, Km 023 - N° 2257 - Cristo Redentor;20516;58053002;(83) 3533-4748;nureg.pb@dprf.gov.br;8023;          ;          ;N;Existe próximo a garagem interna
576;040201;0271     ;4ªSR/MG        ;5;373;DEL.02/PST.01 - Posto Sete Lagoas;BR-040, Km 470;53430;35700000;(31)3773-2633/3773-0595(Orelhão);del02p01.mg@dprf.gov.br;14273;-19.475833;-44.290278;N;Existe. Esta sendo construído um novo a uns 100m de distância do atual com projeto para heliporto.
577;040301;0273     ;4ªSR/MG        ;5;374;DEL.03/PST.01 - Posto João Monlevade;BR-381, Km 342;47236;35930000;(31)3851-1837/5031-0310;del03p01.mg@dprf.gov.br;14209;-19.850000;-43.151389;N;Existe a possibilidade de pouso mas o local não está demarcado.
578;040302;0273     ;4ªSR/MG        ;5;374;DEL.03/PST.02 - Posto Rio Casca;BR-262, Km 121;50970;35730000;(31)3871-1080/5031-0320;del03p02.mg@dprf.gov.br;72240;-20.213889;-42.655556;N;Existe a possibilidade de pouso mas o local não está demarcado.
579;040604;0279     ;4ªSR/MG        ;5;377;DEL.06/PST.04 - Posto Realeza;BR-116, Km 594;47872;36950000;(33)3333-1288/1293/Voip: 5031-0640;del06p04.mg@dprf.gov.br;49647;-20.250278;-42.142222;N;Existe a possibilidade de pouso mas o local não está demarcado.
598;041702;0301     ;4ªSR/MG        ;5;382;DEL.17/PST.02 - Posto Araguari;BR-050, Km 42;40690;38400000;34 3424-1900;del17p02.mg@dprf.gov.br;14876;-18.693086;-48.182619;N;Existe a possibilidade de pouso mas o local não está demarcado.
580;040401;0275     ;4ªSR/MG        ;5;375;DEL.04/PST.01 - Posto Oliveira;BR-381, Km 598;49115;35540000;(37)3344-0063/5031-0520;del04p01.mg@dprf.gov.br;20875;S 20G 40M ;W 44G 44M ;N;
581;040402;0275     ;4ªSR/MG        ;5;375;DEL.04/PST.02 - Posto Perdões;BR-381, Km 668;49972;37260000;(35)3864-1427/5031-0510;del04p02.mg@dprf.gov.br;21012;S 20G 40M ;W 44G 44M ;N;
582;040403;0275     ;4ªSR/MG        ;5;375;DEL.04/PST.03 - Posto Itatiaiuçu;BR-381, Km 526;46736;35685000;5031-0530;del04p03.mg@dprf.gov.br;26478;-20.208889;-44.390556;N;Existe a possibilidade de pouso mas o local não está demarcado.
583;040501;0277     ;4ªSR/MG        ;5;376;DEL.05/PST.01 - Posto Juiz de Fora;BR-040, Km 765;47333;36020760;(32)3222-5814/(32)3257-0933;del05p01.mg@dprf.gov.br;36017;-21.599722;-45.458056;N;Não existe local para pouso de Helicóptero
584;040602;0279     ;4ªSR/MG        ;5;377;DEL.06/PST.02 - Posto Caratinga;BR-116, Km 525;42676;35300000;(33)3321-6765/2965/5031-0610;del06p02.mg@dprf.gov.br;16205;S 19G 45M ;W 42G 7M 5;N;Não existe local para pouso de Helicóptero
585;040601;0279     ;4ªSR/MG        ;5;377;DEL.06/PST.01 - Posto Governador Valadares;BR-116, Km 419;45535;35000000;(33)3272-1590;del06p01.mg@dprf.gov.br;21705;S 18G 55M ;W 41G 56M ;N;Não existe local para pouso de Helicóptero
586;040603;0279     ;4ªSR/MG        ;5;377;DEL.06/PST.03 - Posto Belo Oriente;BR-381, Km 218;06840;35195000;(31)3824-9523;del06p03.mg@dprf.gov.br;72279;S 19G 18M ;W 42G 23M ;N;Existe a possibilidade de pouso mas o local não está demarcado.
587;041804;0303     ;4ªSR/MG        ;5;368;DEL.07/PST.04 - Posto Jaguaraçu - DESATIVADO;BR-381, Km 269;46990;        ;;del18p04.mg@dprf.gov.br;42261;S 19G 35M ;W 42G 44M ;N;Pátio de estacionameto ao lado do Posto - direita e esquerda.
588;040701;0281     ;4ªSR/MG        ;5;378;DEL.07/PST.01 - Posto Leopoldina;BR-116, Km 768;47678;36700000;32 3441-0040;del07p01.mg@dprf.gov.br;29486;-21.542222;-42.655278;N;Existe a possibilidade de pouso mas o local não é demarcado.
589;040702;0281     ;4ªSR/MG        ;5;378;DEL.07/PST.02 - Posto Muriaé;BR-116, Km 706;48771;36880000;32 3722-5955;del07p02.mg@dprf.gov.br;29619;-21.145833;-42.380833;N;Existe um Aeroporto à 4 km de Muriaé.
590;040703;0281     ;4ªSR/MG        ;5;378;DEL.07/PST.03 - Posto Fervedouro;BR-116, Km 653;26832;36807000;32 3742-1479;del07p03.mg@dprf.gov.br;40951;-20.746667;-42.287778;N;Existe a possibilidade de pouso mas o local não está demarcado.
591;040801;0283     ;4ªSR/MG        ;5;379;DEL.08/PST.01 - Posto Araxá;BR-262, Km 682;40797;38180000;34 3662 7548;del08p01.mg@dprf.gov.br;856474;-19.552778;-46.878611;N;Existe a possibilidade de pouso mas o local não está demarcado.
608;350001;1121     ;5ªDR/RR        ;5;245;PST.01 - Posto Boa Vista (desativado);BR 174, KM 502,3;04588;69309575;Não possui;;28295;0.1075280 ;-51.126800;N; Não tem local pra pouso
592;040802;0283     ;4ªSR/MG        ;5;379;DEL.08/PST.02 - Posto Campos Altos;BR-262, Km 578;42293;38970000;(37)3258-1200(orelhão externo)/5031-0820;del08p02.mg@dprf.gov.br;21798;-19.676389;-46.043333;N;Existe a possibilidade de pouso mas o local não está demarcado.
593;041201;0291     ;4ªSR/MG        ;5;388;DEL.12/PST.01 - Posto Teófilo Otoni;BR-116, Km 278;53716;39800000;33 3522-6607;del12p01.mg@dprf.gov.br;22771;-17.871667;-41.520000;N;Não existe local para pouso de Helicóptero, mas existe um aeroporto à 4 km.
594;041202;0291     ;4ªSR/MG        ;5;388;DEL.12/PST.02 - Posto Itaobim;BR-116, Km 118;46655;39625000;(33)3734-1668/3734-1121(orelhão)/5031-1220;del12p02.mg@dprf.gov.br;15112;-16.580833;-41.501667;N;Existe a possibilidade de pouso mas o local não está demarcado.
595;041401;0295     ;4ªSR/MG        ;5;386;DEL.14/PST.01 - Posto de Montes Claros;BR-135, Km 374 - Zona Rural;48658;39400000;38 3222-5233;del14p01.mg@dprf.gov.br;36048;-16.811389;-43.849167;N;Existe a possibilidade de pouso mas o local não está demarcado.
596;041402;0295     ;4ªSR/MG        ;5;386;DEL.14/PST.02 - Posto Pirapora;BR-365, Km 154;50237;39270000;;del14p02@dprf.gov.br;41885;-17.292778;-44.885833;N;Existe a possibilidade de pouso mas o local não está demarcado.
597;041701;0301     ;4ªSR/MG        ;5;382;DEL.17/PST.01 - Posto Uberlândia;BR-365, Km 634;54038;38400000;34 3217-2132;del17p01.mg@dprf.gov.br;16457;-18.897778;-48.381944;N;Não existe local para pouso de Helicóptero
599;041601;0299     ;4ªSR/MG        ;5;383;DEL.16/PST.01 - Posto Paracatu;BR-040, Km 47;49395;38600000;38 3504-5757  3671-3938;del16p01.mg@dprf.gov.br;36035;-17.241389;-46.823611;N;Não existe local para pouso de Helicóptero, o aeroporto fica 5 km.
600;041602;0299     ;4ªSR/MG        ;5;383;DEL.16/PST.02 - Posto João Pinheiro;BR-040, Km 145;47252;38770000;38 3561-3515;del16P02.mg@dprf.gov.br;57779;-17.755556;-46.163333;N;Não existe local para pouso de Helicóptero, o aeroporto fica 5 km.
601;041603;0299     ;4ªSR/MG        ;5;383;DEL.16/PST.03 - Posto Três Marias;BR-040, Km 284;41157;39205000;38 3754-7210;del16p03.mg@dprf.gov.br;69549;-18.249167;-45.176667;N;Não existe local para pouso de Helicóptero, o aeroporto fica 5 km.
602;041101;0289     ;4ªSR/MG        ;5;717;DEL.11/PST.01 - Posto Patos de Minas;BR-365, Km 413;49590;38700000;34 3859-0590;del11p01.mg@dprf.gov.br;16772;-18.665833;-46.530556;N;Não existe local para pouso de Helicóptero, mas existe um aeroporto à 10 km.
603;041301;0293     ;4ªSR/MG        ;5;387;DEL.13/PST.01 - Posto Poços de Caldas;BR-146, Km 532;50350;37700000;35 3713-1340/3636;del13p01.mg@dprf.gov.br;36057;-21.808333;-46.470000;N;Existe a possibilidade de pouso mas o local não está demarcado.
604;330001;1101     ;3ºDR/AM        ;5;243;PST.01 - Posto Manaus;BR-174, Km 043;02550;69090000;(92) 3245 1420;;72331;-2.5977780;-60.036389;N; Não tem local pra pouso
605;330002;1101     ;3ºDR/AM        ;5;243;PST.02 - Posto Presidente Figueiredo;BR-174, Km 126;98418;69735000;Não possui;;72332;-1.8846110;-60.072083;N; Não tem local pra pouso
606;330003;1101     ;3ºDR/AM        ;5;243;PST.03 - Posto CEASA;BR-319, Km 000;02550;69075830;(92) 3618 4174;ciop.am@dprf.gov.br;73333;-3.1307220;-59.946139;N; Não tem local pra pouso
607;330004;1101     ;3ºDR/AM        ;5;243;PST.04 - Posto Careiro;BR-319, Km 013;09652;69255000;(92) 3368  1045;;35700;-3.1919250;-59.868358;N; Não tem local pra pouso. Trecho do 178,1 ao 431,0 é intransitável.
760;070700;0451     ;7ªSR/PR        ;1;317;DEL.07 - Delegacia de Londrina;Londrina;76678;        ;(43)3025-4991;;989781;          ;          ;N;
609;200001;1001     ;20ªSR/SE       ;8;38;Seção de Policiamento e Fiscalização;Av. Maranhão, 1890 - Bairro Santos Dumont;31054;49087420;(79) 2107-3920;spf.se@dprf.gov.br;16676;          ;          ;N;Existe um gramado dentro da superintendência que permite pouso.
610;340002;1111     ;4ºDR/AP        ;5;244;PST.02 - Posto Base Avançada Tartarugalzinho;BR 156, KM 446;06173;68990000;(96) 3422 1234;;98136;1.4960280 ;-50.910853;N; 
613;090102;0539     ;9ª SRPRF/RS    ;5;3;DEL.01/PST.02 - Posto de Porto Alegre;BR 290, km 97,7;88013;90090320;(51) 3501-3001;del01.p02.rs@dprf.gov.br;111139;-29.994167;-51.218014;N;Há uma área ampla nos fundos da garagem com marcação para pouso de aeronave. Já se encontra instalada uma biruta conforme solicitação da DOA.
614;040502;0277     ;4ªSR/MG        ;5;376;DEL.05/PST.02 - Posto de Congonhas;BR-040, Km 600;43591;36415000;(31)3731-3968;del05p02.mg@dprf.gov.br;15375;S 20G 28M ;W 43G 50M ;N;Existe a possibilidade de pouso no pátio.
616;170002;0882     ;17ª SRPRF/PI   ;7;420;NOE;Av. João XXIII  n.º 1516   B. dos Noivos;12190;64045000;(86) 3233-1414 Ramal: 235;;6443;          ;          ;N; 
617;004300;0028     ;DPO            ;15;0;Divisão de Planejamento Operacional;Setor de Hangares da Aviação Civil lotes 41/42;97012;71608900;61 3248-9569;dpo@dprf.gov.br;6443;          ;          ;S;(null)
618;041805;0303     ;4ª SR/MG       ;5;368;DEL.10/PST.03 - Posto São Lourenço - DESATIVADO;BR-460, Km 070;52736;        ;35 3349-8458;;117907;          ;          ;N;Posto desativado a partir de 01/04/2006 por falta de efetivo.
619;180101;0939     ;18ª SR/MA      ;5;362;DEL.01/PST.01 - Posto Pedrinhas;BR- 135, KM 14;09210;65099030;(98) 3241-9867;;35535;-2.6382970;-44.270567;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para as vias laterais.
620;180102;0939     ;18ª SR/MA      ;5;362;DEL.01/PST.02 - Posto São Francisco;BR- 135, KM 85;08079;65485000;(98) 3463-8002;;126368;-3.2567110;-44.388100;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para as vias laterais.
621;180103;0939     ;18ª SR/MA      ;5;362;DEL.01/PST.03 - Posto Vargem Grande;BR- 222, KM 158;09474;65430000;(98) 3461-1933;;856775;-3.5292500;-43.954200;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para as vias laterais.
622;180201;0941     ;18ª SR/MA      ;5;363;DEL.02/PST.01 - Posto de Bacabal;BR- 316, KM 356;07234;65700000;(99) 3621-3817/4537;;134860;-4.2916690;-44.791700;N; 
623;180202;0941     ;18ª SR/MA      ;5;363;DEL.02/PST.02 - Posto Santa Inês;BR- 316, km 263;09571;65300000;(98) 3653-3402/2702;;134861;-3.6748330;-45.357917;N; 
624;180203;0941     ;18ª SR/MA      ;5;363;DEL.02/PST.03 - Posto Araguanã;BR- 316, KM 156;01147;65368000;(98) 3651-1176 / 1010;;126478;-2.9328310;-45.670600;N; 
625;180301;0943     ;18ª SR/MA      ;5;364;DEL.03/PST.01 - Posto Peritoró;BR- 316, KM 422;02100;65418970;(99) 3649-1247;del03p01.ma@dprf.gov.br;134866;-4.3833330;-44.333300;N;Tem um pátio dentro da área do posto que permite pouso
626;180302;0943     ;18ª SR/MA      ;5;364;DEL.03/PST.02 - Posto de Caxias;BR- 316, KM 542;07579;        ;(99) 3521-2922;del03p02.ma@dprf.gov.br;134868;-4.8600000;-43.428028;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para as vias laterais.
627;180401;0947     ;18ª SR/MA      ;5;365;DEL.04/PST.01 - Posto de Imperatriz;BR- 010, KM 260;08036;65913290;(99) 3526-1138 / 1439;del04p01.ma@dprf.gov.br;134869;-5.4553110;-47.472806;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para a via central e lateral.
628;180402;0947     ;18ª SR/MA      ;5;365;DEL.04/PST.02 - Posto Porto Franco;BR- 010, KM 156;08770;65970000;(99) 3571-2459 / 2993;del04p03.ma@dprf.gov.br;134870;-6.3493610;-47.375608;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para a via central e lateral.
629;180403;0947     ;18ª SR/MA      ;5;365;DEL.04/PST.03 - Posto de Açailândia;BR- 222, KM 677;09610;65930000;(99) 3535-5560 / 5701;del01p02.ma@dprf.gov.br;134871;-4.9257810;-47.439800;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para a via central e lateral.
630;350002;1121     ;5º DR/RR       ;5;245;PST.02 - Posto 02 ? Caumé ;BR 174, km 512;03018;69311137;(95) 3627-3400;cip.rr@dprf.gov.br;27503;1 G 29M 45;W 50G 54M ;N; Não tem local pra pouso
631;080201;0491     ;8ª SR/SC       ;5;413;DEL.02/PST.01 - Posto Tubarão;BR-101, Km 341;83674;        ;(48) 3622-0918 e 3626-0858;del02p01.sc@dprf.gov.br;59482;S 28G 30M ;W 49G 3M 8;N;
632;080202;0491     ;8ª SR/SC       ;5;413;DEL.02/PST.02 - Posto Araranguá;BR-101, Km 417;80276;88900000;(48) 3522-0411 e 3522-1013;del02p02.sc@dprf.gov.br;51261;S 28G 58M ;W 49G 31M ;N;
633;080203;0491     ;8ª SR/SC       ;5;413;DEL.02/PST.03 - Posto Paulo Lopes;BR-101, Km 268;82414;        ;(48) 3253-0222 e 3253-0126;;87886;S 28G 4M 3;W 48G 42M ;N;
634;080301;0493     ;8ª SR/SC       ;5;414;DEL.03/PST.01 - Posto Joinville - Pirabeiraba;BR-101, Km 026;81795;        ;(47)3464-1282 e 3464-1250;del03p01.sc@dprf.gov.br;54713;S 26G 11M ;W 48G 54M ;N;
635;080302;0493     ;8ª SR/SC       ;5;414;DEL.03/PST.02 - Posto Barra Velha;BR-101, Km 081,6;80411;88390000;(47) 3456-5023 e 3456-2246 (fax);del03p02.sc@dprf.gov.br;87060;S 26G 36M ;W 48G 43M ;N;
636;080303;0493     ;8ª SR/SC       ;5;414;DEL.03/PST.03 - Posto Guaramirim;BR-101, Km 054,1;81272;89270000;(47) 3373-0121 e 3373-0827;del03p03.sc@dprf.gov.br;137576;S 26G 28M ;W 48G 59M ;N;
637;080501;0497     ;8ª SR/SC       ;5;416;DEL.05/PST.01 - Posto Lages;Rua Getúlio Vargas, 515;81833;88508620;(49) 3223-0235 e 3223-1102;del05p01.sc@dprf.gov.br;54050;S 27G 45M ;W 50G 8M 3;N;
638;080502;0497     ;8ª SR/SC       ;5;416;DEL.05/PST.02 - Posto Capão Alto;BR-116, Km 273;09067;88548000;(49) 3237-0179 e 3237-0180;del05p02.sc@dprf.gov.br;137589;S 28G 1M 4;W 50G 33M ;N;
639;080503;0497     ;8ª SR/SC       ;5;416;DEL.05/PST.03 - Posto Ponte Alta;BR-116, Km 200;82619;88550000;(49) 3248-0723 e 3248-0724;del05p03.sc@dprf.gov.br;137587;S 27G 25M ;W 50G 24M ;N;
640;080602;0499     ;8ª SR/SC       ;5;417;DEL.06/PST.02 - Posto de Santa Cecília;BR 116, km 119;83054;89540000;(49) 3244-3194 e 3244-3199;del06p02.sc@dprf.gov.br;89124;S 26G 49M ;W 50G 22M ;N;
641;080601;0499     ;8ª SR/SC       ;5;417;DEL.06/PST.01 - Posto de Mafra;BR 116, km 5;81990;89300000;(47) 3642-8824 e 3642-5722;del06p01.sc@dprf.gov.br;99127;S 26G 10M ;W 49G 52M ;N;
642;080603;0499     ;8ª SR/SC       ;5;417;DEL.06/PST.03 - Posto de Rio Negrinho;BR-280, Km 129;82953;89295000;(49) 3644-1285 e 3644-2822;del06p03.sc@dprf.gov.br;90533;S 26G 15M ;W 49G 32M ;N;
643;080701;0501     ;8ª SR/SC       ;5;418;DEL.07/PST.01 - Posto Campos Novos;BR-282, Km 355;80691;        ;(49) 3541-0320 e 3541-2673;del07p01.sc@dprrf.gov.br;47032;S 27G 21M ;W 51G 20M ;N;
644;080702;0501     ;8ª SR/SC       ;5;418;DEL.07/PST.02 - Posto Vargem Bonita;BR-282, Km 432;55654;        ;(49) 3548-0343 e 3548-0141;del07p02.sc@dprf.gov.br;137606;S 26G 58M ;W 51G 48M ;N;
645;080703;0501     ;8ª SR/SC       ;5;418;DEL.07/PST.03 - Posto Concórdia;BR-153, Km 092;80837;89700000;(49) 3442-5163 e 3442-5239;del07p03.sc@dprf.gov.br;137608;S 27G 11M ;W 51G 56M ;N;
646;080801;0503     ;8ª SR/SC       ;5;419;DEL.08/PST.01 - Posto Xanxerê;BR-282, Km 508,3;83836;89820000;(49) 3433-2385 e 3433-2478;del08p01.sc@dprf.gov.br;91903;S 26G 54M ;W 52G 27M ;N;
647;080802;0503     ;8ª SR/SC       ;5;419;DEL.08/PST.02 - Posto Maravilha;BR-282, Km 606,1;82058;89874000;(49) 3664-0015 e 3664-1647;del08p02.sc@dprf.gov.br;137619;S 26G 45M ;W 53G 12M ;N;
648;031001;0237     ;3ª SR/MS       ;5;98;DEL.10/PST.01 - Posto Naviraí;BR-163, Km 130,4;91138;        ;Não possui;del10p01.ms@dprf.gov.br;138000;S 23G 2M 1;W 54G 16M ;N;Páteo do Posto PRF.
681;050001;0321     ;CIOP_RJ        ;9;389;CENTRAL DE INFORMAÇÕES OPERACIONAIS - RJ;RODOVIA PRESIDENTE DUTRA km 163 - VIGÁRIO GERAL - RJ;60011;21240001;21-35039093 - 9094 ; 21-24710909;ciop.rj@dprf.gov.br;13906;S 22G 49M ;W 43G 19M ;S;Ok ? Existe pouso para helicoptero
652;200100;1019     ;20ªSR/SE       ;1;38;DEL.01 - Delegacia de Nossa Senhora do Socorro;BR-235, KM  03;31950;49160000;(79) 2107-3980;del01.se@dprf.gov.br;6369;S 10G 56M ;W 37G 13M ;N;
651;004000;0026     ;CGO            ;11;0;Coordenação-Geral de Operações;Setor de Hangares da Aviação Civil lotes 41/42;97012;71608900;61 3248-9503/ 3248-9537;cgo@dprf.gov.br;6443;          ;          ;S;(null)
653;055000;0321     ;SPF_RJ         ;8;389;SEÇÃO DE POLICIAMENTO E FISCALIZAÇÃO;Rod. Presid. Dutra, Km 163 - Vigário Geral;60011;21240000;21-35039017;SPF.RJ@DPRF.GOV.BR;13906;S 22G 49M ;W 43G 19M ;S;ÁREA DO POSTO
654;045400;0250     ;PM/MG          ;1;112;CONVÊNIO DPRF X PM-MG;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;43710;        ;;;6443;S 23G 3M 4;W 54G 12M ;N;
655;045401;0250     ;PM/MG          ;5;654;1ª Cia PM Ind MAT;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;45535;        ;;;856223;          ;          ;N; 
656;045403;0250     ;PM/MG          ;5;654;3ª Cia PM Ind MAT;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;44318;        ;;;856223;S 19G 54M ;W 44G 1M 4;N;
657;045404;0250     ;PM/MG          ;5;654;4ª Cia juiz de Fora;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;43710;        ;;;856223;          ;          ;N;
658;045405;0250     ;PM/MG          ;5;654;5ª Cia Uberaba;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;43710;        ;;;856223;          ;          ;N;
659;045406;0250     ;PM/MG          ;5;654;6ª Cia Lavras;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;43710;        ;;;856223;          ;          ;N;
660;045407;0250     ;PM/MG          ;5;654;7ª Cia Bom Despacho;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;43710;        ;;;856223;          ;          ;N;
661;045409;0250     ;PM/MG          ;5;654;9ª Cia Uberlandia;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;43710;        ;;;856223;          ;          ;N;
662;045410;0250     ;PM/MG          ;5;654;10ª Cia Patos de Minas;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;43710;        ;;;856223;          ;          ;N;
663;045412;0250     ;PM/MG          ;5;654;12ª Cia Ipatinga;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;43710;        ;;;856223;          ;          ;N;
664;045413;0250     ;PM/MG          ;5;654;13º Cia Barcelona;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;43710;        ;;;856223;          ;          ;N;
665;080304;0493     ;8ª SR/SC       ;5;414;DEL.03/PST.04 - Posto de São Francisco do Sul;BR-280, Km 009;83194;        ;(47) 3444-3643 e 3444-3196;del03p04.sc@dprf.gov.br;46036;S 26G 16M ;W 48G 38M ;N;
667;040001;0251     ;4ª SR/MG       ;8;112;Seção de Policiamento e Fiscalização;Contagem;43710;32210905;(31)3064-5360/5361;spf.mg@dprf.gov.br;6443;S 23G 3M 4;W 54G 12M ;N;Área plana situada em propriedade rural próximo do Posto PRF. Sem obstrução vertical.
668;051003;0358     ;5ª SR/RJ       ;5;399;DEL.10/NPF/PST.03 - TREVO BOM JESUS - ITAPERUNA;BR 356 km 50,8 SENTIDO MG;58432;28300000;22-38271359;del10p03.rj@dprf.gov.br;308415;-21.588333;-41.317778;N;OK 
671;004700;0032     ;DFT            ;15;0;DFT - Divisão de Fiscalização de Trânsito;St. de Hangares da Aviação Civil, LOTES 41/42 - Aeroporto;97012;        ;61 3248-9531  3248-9568;;6443;          ;          ;N;(null)
672;004200;0027     ;CCO            ;13;0;CCO - Coordenação de Contole Operacional;St de Hangares da Aviação Civil, lotes 41/42. Aeroporto;97012;        ;61 - 3248-9537;;6443;          ;          ;N;Localizado no Hangar do DPRF
673;010001;0101     ;CIOP - GOIÁS   ;9;0;Central de Informações Operacionais - Goiás;Rua P23A Setor dos Funcionários;93734;74543380;62 3901-3724;ciop.go@dprf.gov.br;48325;          ;          ;N;A 1ª SRPRF/GO dispõe de uma grande área em sua sede na qual é possível o pouso de helicópteros.
780;045408;0250     ;PM/MG          ;5;654;8ª Cia Governador Valadares;PRAÇA ANTÔNIO MOURÃO GUIMARÃES, 100;45535;        ;;;856223;          ;          ;N;
